"Time [s]","Event Name","Chamber","Event Text","1A: O2 flux per V [pmol/(s*mL)]","1B: O2 flux per V [pmol/(s*mL)]"
5802.00,"","","",350.1469,226.8735
5804.00,"","","",350.5810,226.7347
5806.00,"","","",350.8731,226.7447
5808.00,"","","",351.3071,226.9037
5810.00,"","","",351.8834,227.0627
5812.00,"","","",352.6018,227.3704
5814.00,"","","",353.3201,227.6781
5816.00,"","","",354.1806,228.1348
5818.00,"","","",355.1831,228.5914
5820.00,"","","",356.1857,229.1969
5822.00,"","","",357.3304,229.8025
5824.00,"","","",358.6172,230.5568
5826.00,"","","",359.9040,231.3111
5828.00,"","","",361.0487,232.2144
5830.00,"","","",361.9092,233.2664
5832.00,"","","",362.2011,234.3184
5834.00,"","","",362.2088,235.3706
5836.00,"","","",362.2165,236.1248
5838.00,"","","",362.0820,236.4326
5840.00,"","","",361.9476,236.5916
5842.00,"","","",361.8131,236.7505
5844.00,"","","",361.6786,236.7606
5846.00,"","","",361.4020,236.6217
5848.00,"","","",361.2675,236.4830
5850.00,"","","",360.9909,236.4931
5852.00,"","","",360.8564,236.3542
5854.00,"","","",360.5797,236.3643
5856.00,"","","",360.4452,236.2256
5858.00,"","","",360.1685,236.2357
5860.00,"","","",360.0340,236.2455
5862.00,"","","",359.7574,236.1066
5864.00,"","","",359.6229,236.1166
5866.00,"","","",359.3459,236.1268
5868.00,"","","",359.0696,235.9879
5870.00,"","","",358.0775,235.9980
5872.00,"","","",354.2312,235.8579
5874.00,"","","",345.6825,234.6647
5876.00,"","","",331.1556,230.9235
5878.00,"","","",310.2283,223.5959
5880.00,"","","",282.6186,212.2413
5882.00,"","","",248.8967,196.7140
5884.00,"","","",209.3479,177.0170
5886.00,"","","",164.3984,153.3002
5888.00,"","","",114.4747,125.8625
5890.00,"","","",60.1460,95.1506
5892.00,"","","",1.9810,61.4625
5894.00,"","","",-59.4519,24.9471
5896.00,"","","",-123.7267,-13.7999
5898.00,"","","",-190.1324,-54.6295
5900.00,"","","",-258.3850,-97.2446
5902.00,"","","",-328.0581,-141.0492
5904.00,"","","",-398.4408,-185.8946
5906.00,"","","",-469.2493,-231.4831
5908.00,"","","",-539.9150,-277.3684
5910.00,"","","",-610.0114,-323.5509
5912.00,"","","",-679.2543,-369.4346
5914.00,"","","",-747.0753,-414.8708
5916.00,"","","",-813.0477,-459.7110
5918.00,"","","",-876.7455,-503.5081
5920.00,"","","",-937.7422,-545.9646
5922.00,"","","",-995.6112,-586.9320
5924.00,"","","",-1050.2108,-626.1122
5926.00,"","","",-1100.8302,-663.2078
5928.00,"","","",-1147.3270,-698.0698
5930.00,"","","",-1189.1325,-730.4007
5932.00,"","","",-1225.6782,-760.0516
5934.00,"","","",-1256.8225,-786.7248
5936.00,"","","",-1282.1389,-809.9729
5938.00,"","","",-1301.3435,-829.7967
5940.00,"","","",-1314.2943,-846.0476
5942.00,"","","",-1320.4229,-858.2792
5944.00,"","","",-1319.7287,-866.4910
5946.00,"","","",-1311.7854,-870.3855
5948.00,"","","",-1296.3091,-869.6649
5950.00,"","","",-1273.8684,-864.3293
5952.00,"","","",-1246.4529,-854.2299
5954.00,"","","",-1216.0523,-840.1110
5956.00,"","","",-1184.2299,-823.4611
5958.00,"","","",-1151.9807,-805.4705
5960.00,"","","",-1119.7313,-786.7352
5962.00,"","","",-1088.0500,-767.9996
5964.00,"","","",-1056.7950,-749.4123
5966.00,"","","",-1026.2503,-730.9736
5968.00,"","","",-996.5581,-712.9808
5970.00,"","","",-967.7183,-695.2849
5972.00,"","","",-939.5888,-678.0350
5974.00,"","","",-912.3119,-661.0829
5976.00,"","","",-885.7453,-644.7260
5978.00,"","","",-860.0311,-628.6665
5980.00,"","","",-835.1694,-612.9038
5982.00,"","","",-811.0181,-597.5871
5984.00,"","","",-787.7193,-582.7167
5986.00,"","","",-765.1310,-567.9950
5988.00,"","","",-743.2528,-553.7196
5990.00,"","","",-722.2271,-539.8902
5992.00,"","","",-702.0542,-526.2094
5994.00,"","","",-682.5917,-512.9744
5996.00,"","","",-663.9816,-500.0369
5998.00,"","","",-645.9398,-487.3972
6000.00,"","","",-628.7506,-475.0549
6002.00,"","","",-612.1297,-463.1587
6004.00,"","","",-596.2190,-451.4112
6006.00,"","","",-581.0190,-440.1101
6008.00,"","","",-566.3873,-429.1062
6010.00,"","","",-552.3238,-418.3995
6012.00,"","","",-538.5444,-407.9902
6014.00,"","","",-525.0490,-397.7292
6016.00,"","","",-511.9802,-387.9147
6018.00,"","","",-499.1953,-378.1001
6020.00,"","","",-486.8366,-368.5829
6022.00,"","","",-474.7621,-359.3634
6024.00,"","","",-462.9716,-350.2927
6026.00,"","","",-451.6075,-341.6683
6028.00,"","","",-440.3852,-333.1924
6030.00,"","","",-429.4468,-324.8649
6032.00,"","","",-418.7927,-316.8351
6034.00,"","","",-408.4222,-308.9541
6036.00,"","","",-398.3369,-301.3706
6038.00,"","","",-388.2503,-293.9348
6040.00,"","","",-378.0198,-286.6489
6042.00,"","","",-367.0747,-279.2094
6044.00,"","","",-354.8477,-271.1697
6046.00,"","","",-341.3402,-262.3822
6048.00,"","","",-326.5527,-252.6995
6050.00,"","","",-310.3432,-242.1229
6052.00,"","","",-292.7121,-230.5037
6054.00,"","","",-273.9441,-217.9905
6056.00,"","","",-254.1811,-204.7329
6058.00,"","","",-233.2808,-190.7311
6060.00,"","","",-211.3857,-176.1337
6062.00,"","","",-188.7800,-160.7920
6064.00,"","","",-165.4637,-145.0036
6066.00,"","","",-141.5787,-128.6198
6068.00,"","","",-117.2676,-111.9382
6070.00,"","","",-92.5299,-94.8103
6072.00,"","","",-67.5080,-77.5335
6074.00,"","","",-42.3440,-60.1078
6076.00,"","","",-17.0377,-42.5330
6078.00,"","","",8.1263,-24.9583
6080.00,"","","",33.1482,-7.3838
6082.00,"","","",58.0279,10.0419
6084.00,"","","",82.4813,27.1700
6086.00,"","","",106.5084,44.1490
6088.00,"","","",130.1091,60.6817
6090.00,"","","",152.8569,76.9168
6092.00,"","","",175.0363,92.7051
6094.00,"","","",196.3630,108.0470
6096.00,"","","",216.8369,122.7936
6098.00,"","","",236.1737,136.9447
6100.00,"","","",254.3735,150.3514
6102.00,"","","",271.2943,162.8650
6104.00,"","","",287.0781,174.6344
6106.00,"","","",301.2986,185.5106
6108.00,"","","",314.0977,195.3450
6110.00,"","","",325.1912,204.1374
6112.00,"","","",334.7212,211.7388
6114.00,"","","",342.5456,218.2984
6116.00,"","","",348.3804,223.6672
6118.00,"","","",352.3676,227.6962
6120.00,"","","",354.6493,230.3855
6122.00,"","","",356.0782,232.0329
6124.00,"","","",356.7966,232.9362
6126.00,"","","",357.2306,233.5415
6128.00,"","","",357.5225,233.9983
6130.00,"","","",357.6723,234.1573
6132.00,"","","",357.6798,234.3160
6134.00,"","","",357.6874,234.3258
6136.00,"","","",357.6950,234.3360
6138.00,"","","",357.7028,234.4952
6140.00,"","","",357.7105,234.5053
6142.00,"","","",357.7183,234.5153
6144.00,"","","",357.5837,234.5255
6146.00,"","","",357.5913,234.5355
6148.00,"","","",357.5990,234.5455
6150.00,"","","",357.4644,234.5557
6152.00,"","","",357.4720,234.5657
6154.00,"","","",357.3376,234.5756
6156.00,"","","",357.3452,234.5854
6158.00,"","","",357.2106,234.4464
6160.00,"","","",357.2182,234.4565
6162.00,"","","",357.0836,234.4667
6164.00,"","","",356.9490,234.3277
6166.00,"","","",356.8145,234.3377
6168.00,"","","",356.6799,234.1989
6170.00,"","","",356.4032,234.2089
6172.00,"","","",356.2686,234.0700
6174.00,"","","",356.1342,234.0800
6176.00,"","","",355.9998,234.0899
6178.00,"","","",355.8652,233.9508
6180.00,"","","",355.7306,233.8119
6182.00,"","","",355.5960,233.8219
6184.00,"","","",355.6037,233.6828
6186.00,"","","",355.4692,233.5439
6188.00,"","","",355.4768,233.5539
6190.00,"","","",355.3423,233.4151
6192.00,"","","",355.3498,233.2764
6194.00,"","","",355.2152,233.2863
6196.00,"","","",355.0805,233.1473
6198.00,"","","",354.9459,233.1572
6200.00,"","","",354.8113,233.0181
6202.00,"","","",354.6767,232.8791
6204.00,"","","",354.5422,232.7399
6206.00,"","","",354.4077,232.6008
6208.00,"","","",354.2731,232.4620
6210.00,"","","",354.1384,232.3231
6212.00,"","","",354.0038,232.1844
6214.00,"","","",353.8693,232.0456
6216.00,"","","",353.5926,232.0556
6218.00,"","","",353.6002,231.9167
6220.00,"","","",353.4656,231.9266
6222.00,"","","",353.3309,231.7877
6224.00,"","","",353.1963,231.7979
6226.00,"","","",353.2038,231.8077
6228.00,"","","",353.0692,231.8174
6230.00,"","","",352.9345,231.8274
6232.00,"","","",352.6571,231.6882
6234.00,"","","",352.0936,231.6979
6236.00,"rot","Both","",350.9615,231.5589
6238.00,"","","",349.6883,231.4185
6240.00,"","","",348.4157,230.8284
6242.00,"","","",347.0014,229.9412
6244.00,"","","",345.5873,228.9062
6246.00,"","","",344.1734,227.7233
6248.00,"","","",342.9016,226.5413
6250.00,"","","",341.6299,225.3598
6252.00,"","","",340.5002,224.1785
6254.00,"","","",339.5128,223.1462
6256.00,"","","",338.5253,222.1138
6258.00,"","","",337.5379,221.0815
6260.00,"","","",336.6925,220.1980
6262.00,"","","",335.9892,219.3146
6264.00,"","","",335.2860,218.5801
6266.00,"","","",334.5828,217.8455
6268.00,"","","",334.1638,217.1110
6270.00,"","","",333.7448,216.5252
6272.00,"","","",333.3258,216.0885
6274.00,"","","",333.0489,215.6516
6276.00,"","","",332.7721,215.2148
6278.00,"","","",332.6373,214.9268
6280.00,"","","",332.6447,214.7876
6282.00,"","","",332.6521,214.4994
6284.00,"","","",332.6594,214.3602
6286.00,"","","",332.8089,214.3700
6288.00,"","","",333.1005,214.3797
6290.00,"","","",333.5343,214.5383
6292.00,"","","",333.8258,214.6969
6294.00,"","","",334.4016,215.0044
6296.00,"","","",334.9774,215.3117
6298.00,"","","",335.5532,215.7679
6300.00,"","","",336.4134,216.3728
6302.00,"","","",337.2735,216.9778
6304.00,"","","",338.1335,217.5826
6306.00,"","","",339.1357,218.3365
6308.00,"","","",340.2800,219.0904
6310.00,"","","",341.4243,220.1423
6312.00,"","","",342.5686,221.0450
6314.00,"","","",343.2865,222.0966
6316.00,"","","",343.5780,223.2970
6318.00,"","","",343.7275,224.3486
6320.00,"","","",343.7348,225.1024
6322.00,"","","",343.6000,225.5586
6324.00,"","","",343.4651,225.7170
6326.00,"","","",343.3303,225.8754
6328.00,"","","",343.0533,225.8850
6330.00,"","","",342.9185,225.7457
6332.00,"","","",342.7836,225.7553
6334.00,"","","",342.6488,225.6161
6336.00,"","","",342.3718,225.6256
6338.00,"","","",342.2369,225.4864
6340.00,"","","",342.1020,225.4959
6342.00,"","","",341.9671,225.3564
6344.00,"","","",341.6900,225.2171
6346.00,"","","",341.5552,225.0777
6348.00,"","","",341.4203,224.9383
6350.00,"","","",341.1432,224.7989
6352.00,"","","",341.0082,224.6594
6354.00,"","","",340.7312,224.5202
6356.00,"","","",340.5963,224.3808
6358.00,"","","",340.4613,224.3904
6360.00,"","","",340.1844,224.2511
6362.00,"","","",340.0495,224.1117
6364.00,"","","",339.9146,223.9723
6366.00,"","","",339.7796,223.8327
6368.00,"","","",339.5025,223.6933
6370.00,"","","",339.3676,223.5540
6372.00,"","","",339.2326,223.4145
6374.00,"","","",338.9555,223.2751
6376.00,"","","",338.8206,223.1356
6378.00,"","","",338.5435,222.9963
6380.00,"","","",338.4085,222.8569
6382.00,"","","",338.2735,222.7176
6384.00,"","","",337.9964,222.5783
6386.00,"","","",337.8615,222.4388
6388.00,"","","",337.7266,222.2993
6390.00,"","","",337.5916,222.3086
6392.00,"","","",337.3146,222.1691
6394.00,"","","",337.1796,222.0296
6396.00,"","","",337.0445,221.8903
6398.00,"","","",336.9095,221.7509
6400.00,"","","",336.6324,221.7602
6402.00,"","","",336.4974,221.6208
6404.00,"","","",336.3624,221.4814
6406.00,"","","",336.0852,221.3420
6408.00,"","","",335.9502,221.3513
6410.00,"","","",335.8151,221.2117
6412.00,"","","",335.6801,221.0722
6414.00,"","","",335.4030,221.0816
6416.00,"","","",335.2679,220.9421
6418.00,"","","",335.1329,220.9514
6420.00,"","","",334.9979,220.8119
6422.00,"","","",334.7207,220.6724
6424.00,"","","",334.5855,220.6817
6426.00,"","","",334.3078,220.5423
6428.00,"","","",333.7450,220.4027
6430.00,"","","",333.0400,220.2625
6432.00,"","","",332.0508,219.9720
6434.00,"","","",330.9195,219.5329
6436.00,"","","",329.6460,218.9453
6438.00,"","","",328.0883,218.2090
6440.00,"","","",326.3884,217.4727
6442.00,"9Mn","Both","",324.6885,216.7366
6444.00,"","","",322.7043,215.8516
6446.00,"","","",320.5780,214.9666
6448.00,"","","",318.4518,213.9328
6450.00,"","","",316.0412,212.8989
6452.00,"","","",313.6307,211.8649
6454.00,"","","",311.2200,210.8311
6456.00,"","","",308.6673,209.6485
6458.00,"","","",305.9725,208.4658
6460.00,"","","",303.4198,207.4320
6462.00,"","","",300.7250,206.2494
6464.00,"","","",298.0302,205.2157
6466.00,"","","",295.3353,204.0330
6468.00,"","","",292.6405,202.9991
6470.00,"","","",289.9456,201.8164
6472.00,"","","",287.3929,200.7824
6474.00,"","","",284.8401,199.7485
6476.00,"","","",282.2874,198.7147
6478.00,"","","",279.8767,197.6807
6480.00,"","","",277.4661,196.6468
6482.00,"","","",275.1976,195.7617
6484.00,"","","",273.0711,194.8767
6486.00,"","","",270.9447,193.9916
6488.00,"","","",269.1025,193.2553
6490.00,"","","",267.2603,192.5190
6492.00,"","","",265.5602,191.7827
6494.00,"","","",264.1444,191.1954
6496.00,"","","",262.8707,190.6080
6498.00,"","","",261.7391,190.1694
6500.00,"","","",260.7497,189.7308
6502.00,"","","",260.0444,189.5899
6504.00,"","","",259.6234,189.3002
6506.00,"","","",259.2024,189.3082
6508.00,"","","",258.9235,189.3162
6510.00,"","","",258.5024,189.3241
6512.00,"","","",258.2235,189.3323
6514.00,"","","",257.8025,189.3403
6516.00,"","","",257.5236,189.1995
6518.00,"","","",257.1025,189.2075
6520.00,"","","",256.6815,189.0664
6522.00,"","","",256.4025,188.9255
6524.00,"","","",255.9815,188.7844
6526.00,"","","",255.5604,188.6436
6528.00,"","","",255.1392,188.5027
6530.00,"","","",254.7182,188.3617
6532.00,"","","",254.4391,188.2207
6534.00,"","","",254.0181,188.0798
6536.00,"","","",253.5969,187.9389
6538.00,"","","",253.1758,187.7978
6540.00,"","","",252.7546,187.6569
6542.00,"","","",252.3335,187.5161
6544.00,"","","",251.9123,187.5240
6546.00,"","","",251.4912,187.3830
6548.00,"","","",251.0700,187.2420
6550.00,"","","",250.6488,187.1011
6552.00,"","","",250.3697,187.1090
6554.00,"","","",249.9485,186.9679
6556.00,"","","",249.5273,186.8269
6558.00,"","","",249.1061,186.8348
6560.00,"","","",248.6849,186.6937
6562.00,"","","",248.4057,186.5527
6564.00,"","","",247.9845,186.4116
6566.00,"","","",247.5632,186.2705
6568.00,"","","",247.1419,186.2784
6570.00,"","","",246.7206,186.1373
6572.00,"","","",246.2993,185.9962
6574.00,"","","",245.8779,185.8550
6576.00,"","","",245.4566,185.7139
6578.00,"","","",245.0352,185.5729
6580.00,"","","",244.6138,185.2829
6582.00,"","","",244.1924,185.1418
6584.00,"","","",243.7710,185.0007
6586.00,"","","",243.2074,184.8597
6588.00,"","","",242.7859,184.7186
6590.00,"","","",242.2222,184.5774
6592.00,"","","",241.6585,184.4362
6594.00,"","","",241.0948,184.2950
6596.00,"","","",240.2460,184.1539
6598.00,"","","",239.5403,184.0127
6600.00,"","","",238.4055,183.8712
6602.00,"","","",234.7002,183.5796
6604.00,"","","",226.0053,181.9357
6606.00,"","","",210.6191,177.5926
6608.00,"","","",187.6936,169.0648
6610.00,"","","",157.3738,155.6143
6612.00,"","","",119.5202,137.2467
6614.00,"","","",74.7020,114.1137
6616.00,"","","",23.4884,86.2163
6618.00,"","","",-33.5512,54.0026
6620.00,"","","",-95.7066,17.9201
6622.00,"","","",-162.4091,-21.5849
6624.00,"","","",-233.2322,-64.2145
6626.00,"","","",-307.3229,-109.5217
6628.00,"","","",-384.1131,-157.2097
6630.00,"","","",-463.0344,-206.6828
6632.00,"","","",-543.6600,-257.7922
6634.00,"","","",-625.1372,-310.0907
6636.00,"","","",-707.1820,-363.1325
6638.00,"","","",-789.0839,-416.7686
6640.00,"","","",-870.4165,-470.4032
6642.00,"","","",-950.7532,-523.8882
6644.00,"","","",-1029.3834,-576.6275
6646.00,"","","",-1105.8807,-628.6216
6648.00,"","","",-1179.6766,-679.2747
6650.00,"","","",-1250.4871,-728.4380
6652.00,"","","",-1317.6016,-775.6653
6654.00,"","","",-1380.8777,-820.8076
6656.00,"","","",-1439.6050,-863.4186
6658.00,"","","",-1493.4994,-903.3494
6660.00,"","","",-1542.1345,-940.3022
6662.00,"","","",-1585.2259,-973.8305
6664.00,"","","",-1622.0628,-1003.9346
6666.00,"","","",-1652.5034,-1030.3170
6668.00,"","","",-1675.9790,-1052.5303
6670.00,"","","",-1692.3476,-1070.4261
6672.00,"","","",-1701.0409,-1083.8558
6674.00,"","","",-1701.9169,-1092.3720
6676.00,"","","",-1694.6911,-1095.8263
6678.00,"","","",-1678.7949,-1093.9214
6680.00,"","","",-1654.5127,-1086.6571
6682.00,"","","",-1623.6921,-1073.7359
6684.00,"","","",-1588.8916,-1056.1992
6686.00,"","","",-1552.1004,-1035.5361
6688.00,"","","",-1514.4560,-1013.3842
6690.00,"","","",-1476.8111,-990.4876
6692.00,"","","",-1439.4500,-967.5902
6694.00,"","","",-1402.7993,-944.9898
6696.00,"","","",-1367.0008,-922.6867
6698.00,"","","",-1331.7700,-900.9784
6700.00,"","","",-1297.5338,-879.5669
6702.00,"","","",-1264.0083,-858.7502
6704.00,"","","",-1231.4772,-838.3799
6706.00,"","","",-1199.6562,-818.6043
6708.00,"","","",-1168.6875,-799.1259
6710.00,"","","",-1138.4288,-780.2424
6712.00,"","","",-1109.0227,-761.8050
6714.00,"","","",-1080.3267,-743.6646
6716.00,"","","",-1052.1989,-726.1191
6718.00,"","","",-1024.9236,-709.0200
6720.00,"","","",-998.5008,-692.2180
6722.00,"","","",-972.6460,-676.0113
6724.00,"","","",-947.5017,-660.1016
6726.00,"","","",-923.0678,-644.4887
6728.00,"","","",-899.2018,-629.3220
6730.00,"","","",-876.0464,-614.4530
6732.00,"","","",-853.4591,-599.8813
6734.00,"","","",-831.4397,-585.7561
6736.00,"","","",-809.8465,-571.7792
6738.00,"","","",-788.9639,-558.2483
6740.00,"","","",-768.5074,-545.0148
6742.00,"","","",-748.6190,-532.0789
6744.00,"","","",-729.0138,-519.4404
6746.00,"","","",-710.1204,-507.0991
6748.00,"","","",-691.6533,-495.0554
6750.00,"","","",-673.1826,-483.4584
6752.00,"","","",-654.1399,-472.1576
6754.00,"","","",-634.0992,-460.5537
6756.00,"","","",-612.9195,-448.3487
6758.00,"","","",-590.4595,-435.2477
6760.00,"","","",-566.5776,-421.1032
6762.00,"","","",-541.5585,-406.2133
6764.00,"","","",-515.5443,-390.4296
6766.00,"","","",-488.3929,-373.6034
6768.00,"","","",-460.2465,-356.1814
6770.00,"","","",-431.3896,-338.0150
6772.00,"","","",-401.8218,-319.2536
6774.00,"","","",-371.6854,-300.0455
6776.00,"","","",-341.2650,-280.3902
6778.00,"","","",-310.4183,-260.2883
6780.00,"","","",-279.2872,-239.8888
6782.00,"","","",-248.2982,-219.3407
6784.00,"","","",-217.1670,-198.4948
6786.00,"","","",-186.3201,-177.7982
6788.00,"","","",-155.7575,-157.1012
6790.00,"","","",-125.4791,-136.5531
6792.00,"","","",-95.7694,-116.1541
6794.00,"","","",-66.6282,-96.0532
6796.00,"","","",-38.1975,-76.3989
6798.00,"","","",-10.3351,-57.0421
6800.00,"","","",16.5325,-38.4297
6802.00,"","","",42.4050,-20.1145
6804.00,"","","",67.1402,-2.5433
6806.00,"","","",90.7386,14.4325
6808.00,"","","",113.0580,30.6639
6810.00,"","","",134.0982,46.1507
6812.00,"","","",153.5750,60.7443
6814.00,"","","",171.4885,74.2961
6816.00,"","","",187.9806,86.9545
6818.00,"","","",202.6251,98.4222
6820.00,"","","",215.4220,108.8479
6822.00,"","","",226.3713,117.9337
6824.00,"","","",235.6150,125.6799
6826.00,"","","",242.5847,132.2354
6828.00,"","","",247.2802,137.4513
6830.00,"","","",250.2702,141.0295
6832.00,"","","",251.9810,143.1191
6834.00,"","","",252.9813,144.1668
6836.00,"","","",253.5554,144.6192
6838.00,"","","",253.8450,144.6248
6840.00,"","","",254.1346,144.4817
6842.00,"","","",254.2822,144.0406
6844.00,"","","",254.2877,143.5995
6846.00,"","","",254.4354,143.0095
6848.00,"","","",254.4409,142.4194
6850.00,"","","",254.4463,141.6806
6852.00,"","","",254.4517,140.9418
6854.00,"","","",254.4572,140.2028
6856.00,"","","",254.4627,139.4638
6858.00,"","","",254.4681,138.7246
6860.00,"","","",254.4735,137.8367
6862.00,"","","",254.4789,137.0977
6864.00,"","","",254.3421,136.3586
6866.00,"","","",254.3474,135.6194
6868.00,"","","",254.2107,134.7312
6870.00,"","","",254.2161,133.8428
6872.00,"","","",254.0794,132.9545
6874.00,"","","",253.9426,132.0660
6876.00,"","","",253.6637,131.0286
6878.00,"","","",253.5269,129.9912
6880.00,"","","",253.3902,128.8049
6882.00,"","","",253.2534,127.6185
6884.00,"","","",253.1168,126.4317
6886.00,"","","",252.9800,125.2450
6888.00,"","","",252.8434,124.0587
6890.00,"","","",252.7066,122.8722
6892.00,"","","",252.5699,121.6854
6894.00,"","","",252.4331,120.3497
6896.00,"","","",252.1533,119.1628
6898.00,"","","",251.4453,117.8266
6900.00,"","","",250.1676,116.4905
6902.00,"","","",248.0366,115.0048
6904.00,"","","",245.3369,113.2190
6906.00,"","","",241.9264,110.9855
6908.00,"","","",237.8051,108.6038
6910.00,"","","",233.1154,105.9247
6912.00,"","","",227.8569,103.0968
6914.00,"","","",221.8879,99.9714
6916.00,"","","",215.6346,96.8460
6918.00,"","","",208.6707,93.4225
6920.00,"10Ama","Both","",201.4225,89.8502
6922.00,"","","",193.7479,86.2781
6924.00,"","","",185.7890,82.5571
6926.00,"","","",177.6881,78.6874
6928.00,"","","",169.1608,74.8176
6930.00,"","","",160.6335,70.9476
6932.00,"","","",151.8218,66.9288
6934.00,"","","",142.8681,63.0590
6936.00,"","","",134.0567,59.0405
6938.00,"","","",125.1030,55.1710
6940.00,"","","",116.1492,51.4502
6942.00,"","","",107.3375,47.7291
6944.00,"","","",98.6680,44.0080
6946.00,"","","",90.1407,40.4359
6948.00,"","","",81.7556,37.0128
6950.00,"","","",73.6546,33.7384
6952.00,"","","",65.8378,30.6130
6954.00,"","","",58.4474,27.6363
6956.00,"","","",51.3414,24.6596
6958.00,"","","",44.6615,21.9805
6960.00,"","","",38.4081,19.4498
6962.00,"","","",32.7233,17.0685
6964.00,"","","",27.6069,14.9851
6966.00,"","","",23.2013,13.0505
6968.00,"","","",19.3641,11.4136
6970.00,"","","",16.2375,10.0743
6972.00,"","","",13.8216,8.8838
6974.00,"","","",12.2583,7.9909
6976.00,"","","",11.4058,7.3959
6978.00,"","","",10.8376,6.9497
6980.00,"","","",10.5537,6.9499
6982.00,"","","",10.2696,6.9502
6984.00,"","","",10.1276,7.0993
6986.00,"","","",9.9856,7.0996
6988.00,"","","",9.8437,7.1001
6990.00,"","","",9.8440,7.1003
6992.00,"","","",9.7022,7.1007
6994.00,"","","",9.7024,7.1010
6996.00,"","","",9.7028,7.1012
6998.00,"","","",9.7029,7.1016
7000.00,"","","",9.7030,7.1019
7002.00,"","","",9.5611,7.1024
7004.00,"","","",9.5613,7.1027
7006.00,"","","",9.4193,6.9542
7008.00,"","","",9.4195,6.9545
7010.00,"","","",9.4198,6.9547
7012.00,"","","",9.4200,6.9550
7014.00,"","","",9.4203,6.8065
7016.00,"","","",9.4206,6.8066
7018.00,"","","",9.4208,6.8069
7020.00,"","","",9.4209,6.8073
7022.00,"","","",9.4211,6.6588
7024.00,"","","",9.4213,6.6591
7026.00,"","","",9.4214,6.6594
7028.00,"","","",9.4216,6.6597
7030.00,"","","",9.4218,6.6598
7032.00,"","","",9.4220,6.6603
7034.00,"","","",9.4223,6.6607
7036.00,"","","",9.4225,6.6610
7038.00,"","","",9.4227,6.6612
7040.00,"","","",9.2808,6.6617
7042.00,"","","",9.2810,6.5133
7044.00,"","","",9.2813,6.5136
7046.00,"","","",9.2816,6.5138
7048.00,"","","",9.2818,6.5140
7050.00,"","","",9.2820,6.5143
7052.00,"","","",9.2821,6.5145
7054.00,"","","",9.2823,6.5149
7056.00,"","","",9.2825,6.5154
7058.00,"","","",9.1405,6.5158
7060.00,"","","",9.1406,6.5162
7062.00,"","","",9.1408,6.6654
7064.00,"","","",9.1410,6.6658
7066.00,"","","",8.9991,6.6660
7068.00,"","","",8.9993,6.6663
7070.00,"","","",8.8573,6.6664
7072.00,"","","",8.8575,6.6666
7074.00,"","","",8.8577,6.6669
7076.00,"","","",8.8580,6.6673
7078.00,"","","",8.8582,6.6676
7080.00,"","","",8.8584,6.5189
7082.00,"","","",8.8586,6.6682
7084.00,"","","",8.7166,6.6687
7086.00,"","","",8.7169,6.6690
7088.00,"","","",8.7172,6.6690
7090.00,"","","",8.7174,6.6694
7092.00,"","","",8.7176,6.6698
7094.00,"","","",8.7178,6.6702
7096.00,"","","",8.7179,6.6707
7098.00,"","","",8.7180,6.6710
7100.00,"","","",8.7183,6.6712
7102.00,"","","",8.7185,6.6716
7104.00,"","","",8.7187,6.6721
7106.00,"","","",8.7189,6.6723
7108.00,"","","",8.7192,6.6725
7110.00,"","","",8.7193,6.6730
7112.00,"","","",8.7196,6.6734
7114.00,"","","",8.7198,6.6738
7116.00,"","","",8.7200,6.6740
7118.00,"","","",8.7201,6.6742
7120.00,"","","",8.7204,6.8234
7122.00,"","","",8.7205,6.8237
7124.00,"","","",8.7207,6.8239
7126.00,"","","",8.7210,6.8244
7128.00,"","","",8.7211,6.8246
7130.00,"","","",8.7213,6.8249
7132.00,"","","",8.8636,6.8253
7134.00,"","","",8.8639,6.8255
7136.00,"","","",8.8641,6.6770
7138.00,"","","",8.8641,6.6772
7140.00,"","","",8.8643,6.6774
7142.00,"","","",8.7223,6.6777
7144.00,"","","",8.7225,6.6780
7146.00,"","","",8.7228,6.6784
7148.00,"","","",8.5808,6.6787
7150.00,"","","",8.5810,6.6791
7152.00,"","","",8.5813,6.6797
7154.00,"","","",8.5814,6.6800
7156.00,"","","",8.4394,6.6802
7158.00,"","","",8.4397,6.6806
7160.00,"","","",8.4399,6.6809
7162.00,"","","",8.4402,6.6811
7164.00,"","","",8.4404,6.6811
7166.00,"","","",8.4405,6.6813
7168.00,"","","",8.4407,6.5328
7170.00,"","","",8.4410,6.5331
7172.00,"","","",8.4413,6.3846
7174.00,"","","",8.4415,6.3850
7176.00,"","","",8.5838,6.3854
7178.00,"","","",8.5840,6.3857
7180.00,"","","",8.5842,6.3860
7182.00,"","","",8.5844,6.3862
7184.00,"","","",8.5845,6.3865
7186.00,"","","",8.5847,6.3869
7188.00,"","","",8.5848,6.3872
7190.00,"","","",8.4428,6.3876
7192.00,"","","",8.4430,6.3880
7194.00,"","","",8.4432,6.3881
7196.00,"","","",8.4434,6.3883
7198.00,"","","",8.4436,6.3887
7200.00,"","","",8.4438,6.3890
7202.00,"","","",8.4440,6.3892
7204.00,"","","",8.4442,6.3893
7206.00,"","","",8.4444,6.2407
7208.00,"","","",8.4447,6.2411
7210.00,"","","",8.5871,6.2416
7212.00,"","","",8.5871,6.2419
7214.00,"","","",8.5873,6.2423
7216.00,"","","",8.5875,6.2428
7218.00,"","","",8.5877,6.3919
